,player_id_otc,Team,team_id,Position,Role,Years,date_signed,year_signed,start_year,Total,APY,Guarantee,GPY,GP,total_guarantees,vested_guarantees,signing_bonus,option_bonus,roster_bonus,pergame_bonus,workout_bonus,incentives,FA,Status,contract_type,Accrued,height,weight,DOB,college,original_team_id,draft_year,draft_round,draft_pick,Notes,nfl_player_id,Name,season,player_id_pff,player,pos,overall,overall_rk,pass,run,receiving,passblock,runblock,passrush,rundefense,coverage,discipline,pass_snaps,receiving_snaps,passblock_snaps,run_snaps,runblock_snaps,rundefense_snaps,passrush_snaps,coverage_snaps,total_snaps,games
935,4290,Jets,4,TE,Offense,1,42831.0,2017,2017,540000,540000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-4,265.0,1992-05-30 00:00:00,Albany,15,2015,0,0,"Brian Parker signed a three year contract with the Chargers as an undrafted free agent in 2015 worth $1,582,000. He received a $7,000 signing bonus.",0,Brian Parker,2015.0,10135.0,Brian Parker,TE,67.5,\N,\N,\N,57.1,61.4,77.8,\N,\N,\N,40.9,0.0,27.0,5.0,0.0,53.0,0.0,0.0,0.0,85.0,11.0
936,4302,Chargers,15,K,Special,3,,2015,2015,1580000,526667,5000,1667,0.3%,5000,0,5000,0,0,0,0,0,2018R,Active,UDFA,2015,6-0,215.0,1990-11-19 00:00:00,Texas A&M,15,2015,0,0,"Josh Lambo signed a three year contract with the Chargers as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553833,Josh Lambo,,,,,,,,,,,,,,,,,,,,,,,,,
937,4304,Chargers,15,ILB,Defense,3,,2015,2015,1580000,526667,5000,1667,0.3%,5000,0,5000,0,0,0,0,0,2018R,Active,UDFA,2015,6-1,240.0,1991-08-15 00:00:00,Cal Poly,15,2015,0,0,"Nick Dzubnar signed a three year contract with the Chargers as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Nick Dzubnar,,,,,,,,,,,,,,,,,,,,,,,,,
938,4306,Bears,21,WR,Offense,1,42870.0,2017,2017,465000,465000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-1,200.0,1993-01-03 00:00:00,Central Michigan,15,2015,0,0,"Titus Davis signed a three year contract with the Chargers as an undrafted free agent in 2015 worth $1,582,500. He received a $7,500 signing bonus.",0,Titus Davis,,,,,,,,,,,,,,,,,,,,,,,,,
939,4308,Ravens,5,CB,Defense,1,42891.0,2017,2017,540000,540000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-0,200.0,1992-08-02 00:00:00,West Chester Pennsylvania,10,2015,0,0,"Al-Hajj Shabazz signed a three year contract with the Colts as an undrafted free agent in 2015 worth $1,577,000. He received a $2,000 signing bonus.",0,Al-Hajj Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,
940,4331,Redskins,20,34DT,Defense,2,,2017,2017,1170000,585000,0,0,0,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-3,313.0,1993-03-28 00:00:00,Houston,25,2015,0,0,"Joey Mbu signed a three year contract with the Falcons as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Joey Mbu,2015.0,9772.0,Joey Mbu,DI,46.0,\N,\N,\N,\N,\N,\N,66.3,45.1,60,78.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,0.0,55.0,2.0
941,4337,Saints,27,S,Defense,3,,2015,2015,1575000,525000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,UDFA,2015,5-9,212.0,1992-08-05 00:00:00,Auburn,25,2015,0,0,"Robenson Therezie signed a three year contract with the Falcons as an undrafted free agent in 2015 worth $1,575,000.",2553607,Robenson Therezie,,,,,,,,,,,,,,,,,,,,,,,,,
942,4338,Jaguars,11,WR,Offense,2,,2016,2016,450000,450000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,5-6,167.0,1992-11-15 00:00:00,Indiana,25,2015,0,0,"Shane Wynn signed a three year contract with the Falcons as an undrafted free agent in 2015 worth $1,577,000. He received a $2,000 signing bonus. Wynn was cut by the Browns on June 18 and his contract was claimed by the Browns",0,Shane Wynn,,,,,,,,,,,,,,,,,,,,,,,,,
943,4340,Falcons,25,RB,Offense,2,,2016,2016,1140000,570000,0,0,0,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,5-7,201.0,1992-02-15 00:00:00,Oregon State,25,2015,0,0,"Terron Ward signed a three year contract with the Falcons as an undrafted free agent in 2015 worth $1,575,000.",2553762,Terron Ward,2015.0,9778.0,Terron Ward,HB,58.6,\N,\N,61.1,59.6,44.6,\N,\N,\N,\N,18.5,0.0,55.0,25.0,31.0,6.0,0.0,0.0,0.0,117.0,13.0
944,4350,Giants,17,43DE,Defense,2,,2017,2017,1170000,585000,0,0,0.0%,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-4,287.0,1993-03-23 00:00:00,Tennessee,4,2015,0,0,"Jordan Williams signed a three year contract with the Falcons as an undrafted free agent in 2015 worth $1,577,000. He received a $2,000 signing bonus.",0,Jordan Williams,2015.0,9962.0,Jordan Williams,DI,43.6,\N,\N,\N,\N,\N,\N,54.2,44.6,60,61.9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0
945,4354,Rams,30,WR,Offense,3,,2015,2015,1581500,527167,6500,2167,0.4%,6500,0,6500,0,0,0,0,0,2018R,Active,UDFA,2015,5-11,201.0,1992-12-14 00:00:00,Texas Tech,30,2015,0,0,"Bradley Marquez signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,581,500. He received a $6,500 signing bonus.",2553725,Bradley Marquez,,,,,,,,,,,,,,,,,,,,,,,,,
946,4355,Buccaneers,28,43OLB,Defense,2,,2016,2016,1140000,570000,0,0,0,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,5-11,229.0,1993-08-04 00:00:00,Syracuse,30,2015,0,0,"Cameron Lynch signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,577,000. He received a $2,000 signing bonus.",0,Cameron Lynch,2015.0,9911.0,Cameron Lynch,LB,61.6,\N,\N,\N,\N,\N,\N,60,60.8,60.8,60.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
947,4356,Rams,30,LT,Offense,3,,2015,2015,1582500,527500,7500,2500,0.5%,7500,0,7500,0,0,0,0,0,2018R,Active,UDFA,2015,6-5,307.0,1993-08-31 00:00:00,South Florida,30,2015,0,0,"Darrell Williams signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,582,500. He received a $7,500 signing bonus.",0,Darrell Williams,,,,,,,,,,,,,,,,,,,,,,,,,
948,4359,Steelers,8,S,Defense,1,,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-3,205.0,1992-03-15 00:00:00,Liberty,30,2015,0,0,"Jacob Hagen signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,576,000. He received a $1,000 signing bonus.",0,Jacob Hagen,,,,,,,,,,,,,,,,,,,,,,,,,
949,4363,Rams,30,RB,Offense,3,,2015,2015,1425000,475000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,5-11,224.0,1993-05-15 00:00:00,Texas,30,2015,0,0,"Malcolm Brown signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,583,500. He received a $8,500 signing bonus.",2552382,Malcolm Brown,,,,,,,,,,,,,,,,,,,,,,,,,
950,4368,Rams,30,RB,Offense,2,,2016,2016,990000,495000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-1,218.0,1992-07-08 00:00:00,Georgia Tech,30,2015,0,0,"Zach Laskey signed a three year contract with the Rams as an undrafted free agent in 2015 worth $1,578,000. He received a $3,000 signing bonus.",0,Zach Laskey,,,,,,,,,,,,,,,,,,,,,,,,,
951,4379,Packers,23,CB,Defense,3,,2015,2015,1580000,526667,5000,1667,0.3%,5000,0,5000,0,0,0,0,0,2018R,Active,UDFA,2015,6-2,201.0,1992-05-13 00:00:00,Miami,23,2015,0,0,"Ladarius Gunter signed a three year contract with the Packers as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Ladarius Gunter,,,,,,,,,,,,,,,,,,,,,,,,,
952,4381,Steelers,8,34DE,Defense,1,,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-3,312.0,1992-01-23 00:00:00,Mississippi,23,2015,0,0,"Lavon Hooks signed a three year contract with the Packers as an undrafted free agent in 2015 worth $1,575,000.",0,Lavon Hooks,,,,,,,,,,,,,,,,,,,,,,,,,
953,4382,Lions,22,RG,Offense,2,,2017,2017,1020000,510000,0,0,0.0%,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-5,325.0,1992-07-05 00:00:00,Pittsburgh,23,2015,0,0,"Matt Rotheram signed a three year contract with the Packers as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Matt Rotheram,,,,,,,,,,,,,,,,,,,,,,,,,
954,4391,Panthers,26,LT,Offense,1,,2017,2017,540000,540000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-7,315.0,1992-01-31 00:00:00,Mississippi State,5,2015,0,0,"Blaine Clausell signed a three year contract with the Ravens as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",2553753,Blaine Clausell,,,,,,,,,,,,,,,,,,,,,,,,,
955,4393,Vikings,24,C,Offense,3,,2015,2015,1584000,528000,9000,3000,0.6%,9000,0,9000,0,0,0,0,0,2018R,Active,UDFA,2015,6-3,300.0,1992-06-16 00:00:00,Harvard,5,2015,0,0,"Nick Easton signed a three year contract with the Ravens as an undrafted free agent in 2015 worth $1,584,000. He received a $9,000 signing bonus.",0,Nick Easton,,,,,,,,,,,,,,,,,,,,,,,,,
956,4396,Browns,6,RB,Offense,2,42887.0,2017,2017,1320000,660000,0,0,0,0,0,0,0,0,0,0,0,2019R,Active,SFA,2015,5-8,213.0,1993-03-16 00:00:00,LSU,5,2015,0,0,"Terrence Magee signed a three year contract with the Ravens as an undrafted free agent in 2015 worth $1,578,000. He received a $3,000 signing bonus.",0,Terrence Magee,2015.0,9864.0,Terrence Magee,HB,62.0,\N,\N,61.4,56.2,74,\N,\N,\N,\N,62.4,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0
957,4403,Bears,21,WR,Special,1,,2017,2017,615000,615000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,ERFA,2015,6-5,225.0,1992-05-26 00:00:00,James Madison,5,2015,0,0,"Daniel Brown signed a three year contract with the Ravens as an undrafted free agent in 2015 worth $1,575,000.",2553900,Daniel Brown,2015.0,10144.0,Daniel Brown,WR,65.4,\N,\N,60,64.7,\N,67,\N,\N,\N,68.2,0.0,62.0,0.0,0.0,25.0,0.0,0.0,0.0,87.0,6.0
958,4439,Panthers,26,CB,Defense,2,,2016,2016,915000,457500,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-0,200.0,1991-02-17 00:00:00,Washington,16,2015,0,0,"Travell Dixon signed a three year contract with the Raiders as an undrafted free agent in 2015 worth $1,575,000.",2553875,Travell Dixon,,,,,,,,,,,,,,,,,,,,,,,,,
959,4441,Vikings,24,S,Defense,3,,2015,2015,1575000,525000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-1,192.0,1992-06-04 00:00:00,Virginia,24,2015,0,0,"Anthony Harris signed a three year contract with the Vikings as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",2553655,Anthony Harris,,,,,,,,,,,,,,,,,,,,,,,,,
960,4446,Vikings,24,WR,Offense,2,,2016,2016,915000,457500,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-3,202.0,1991-03-07 00:00:00,Minnesota,24,2015,0,0,,2553883,Isaac Fruechte,,,,,,,,,,,,,,,,,,,,,,,,,
961,4448,Browns,6,WR,Offense,2,,2017,2017,1020000,510000,0,0,0.0%,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-3,209.0,1991-10-31 00:00:00,BYU,24,2015,0,0,"Jordan Leslie signed a three year contract with the Vikings as an undrafted free agent in 2015 worth $1,583,000. He received a $8,000 signing bonus.",0,Jordan Leslie,,,,,,,,,,,,,,,,,,,,,,,,,
962,4450,Vikings,24,QB,Offense,3,,2015,2015,1585000,528333,10000,3333,0.6%,10000,0,10000,0,0,0,0,0,2018R,Active,UDFA,2015,6-1,210.0,1993-03-15 00:00:00,Old Dominion,24,2015,0,0,"Taylor Heinicke signed a three year contract with the Vikings as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",0,Taylor Heinicke,,,,,,,,,,,,,,,,,,,,,,,,,
963,4453,Bengals,7,43DT,Defense,2,,2016,2016,990000,495000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-1,295.0,1992-12-29 00:00:00,Clemson,7,2015,0,0,"DeShawn Williams signed a three year contract with the Bengals as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,DeShawn Williams,,,,,,,,,,,,,,,,,,,,,,,,,
964,4455,Bengals,7,WR,Offense,3,,2016,2016,1470000,490000,0,0,0,0,0,0,0,0,0,0,0,2019R,Active,SFA,2015,6-5,209.0,1992-02-17 00:00:00,Wisconsin-Whitewater,7,2015,0,0,"Jake Kumerow signed a three year contract with the Bengals as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553548,Jake Kumerow,,,,,,,,,,,,,,,,,,,,,,,,,
965,4458,Patriots,2,TE,Offense,1,42843.0,2017,2017,540000,540000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,ERFA,2015,6-8,272.0,1990-12-27 00:00:00,Eastern Kentucky,7,2015,0,0,"Matt Lengel signed a three year contract with the Bengals as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553554,Matt Lengel,,,,,,,,,,,,,,,,,,,,,,,,,
966,4459,Steelers,8,RB,Offense,1,42873.0,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-1,242.0,1993-08-22 00:00:00,Azusa Pacific,7,2015,0,0,"Terrell Watson signed a three year contract with the Bengals as an undrafted free agent in 2015 worth $1,581,000. He received a $6,000 signing bonus.",2553617,Terrell Watson,,,,,,,,,,,,,,,,,,,,,,,,,
967,4462,Rams,30,CB,Defense,2,,2016,2016,1140000,570000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,5-11,182.0,1991-08-29 00:00:00,Oregon,7,2015,0,0,"Troy Hill signed a three year contract with the Bengals as an undrafted free agent in 2015 worth $1,580,500. He received a $5,500 signing bonus.",2553536,Troy Hill,2015.0,9881.0,Troy Hill,CB,69.6,\N,\N,\N,\N,\N,\N,60,63.2,69.5,62.8,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,23.0,2.0
968,4481,Chargers,15,34DE,Defense,2,,2016,2016,1140000,570000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-4,285.0,1991-06-28 00:00:00,Mississippi State,27,2015,0,0,"Kaleb Eulls signed a three year contract with the Saints as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",0,Kaleb Eulls,2015.0,10098.0,Kaleb Eulls,DI,39.5,\N,\N,\N,\N,\N,\N,48.4,40.3,61,72.3,0.0,0.0,0.0,0.0,0.0,28.0,35.0,2.0,65.0,4.0
969,4486,Buccaneers,28,43DE,Defense,2,42886.0,2017,2017,1170000,585000,0,0,0.0%,0,0,0,0,0,0,0,0,2019,Active,SFA,2015,6-3,275.0,1991-11-02 00:00:00,Clemson,27,2015,0,0,"Tavaris Barnes signed a three year contract with the Saints as an undrafted free agent in 2015 worth $1,582,500. He received a $7,500 signing bonus.",0,Tavaris Barnes,2015.0,10099.0,Tavaris Barnes,ED,48.5,\N,\N,\N,\N,\N,\N,50.1,54.2,60,72.2,0.0,0.0,0.0,0.0,0.0,75.0,57.0,0.0,132.0,12.0
970,4491,Jaguars,11,LG,Offense,2,,2016,2016,1010000,505000,0,0,0.0%,0,0,0,0,0,0,20000,0,2018E,Active,SFA,2015,6-5,300.0,1992-07-22 00:00:00,Minnesota State,11,2015,0,0,"Chris Reed signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Chris Reed,,,,,,,,,,,,,,,,,,,,,,,,,
971,4492,Cowboys,18,TE,Offense,2,,2017,2017,1170000,585000,0,0,0,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-7,266.0,1992-04-12 00:00:00,Oregon State,11,2015,0,0,"Connor Hamlett signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Connor Hamlett,,,,,,,,,,,,,,,,,,,,,,,,,
972,4493,Jaguars,11,RB,Offense,3,,2015,2015,1580000,526667,5000,1667,0.3%,5000,0,5000,0,0,0,0,0,2018R,Active,UDFA,2015,5-11,205.0,1991-12-19 00:00:00,Auburn,11,2015,0,0,"Corey Grant signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553650,Corey Grant,,,,,,,,,,,,,,,,,,,,,,,,,
973,4494,Panthers,26,43DT,Defense,1,,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-2,297.0,1993-10-18 00:00:00,Syracuse,11,2015,0,0,"Eric Crume signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,577,500. He received a $2,500 signing bonus.",2553638,Eric Crume,,,,,,,,,,,,,,,,,,,,,,,,,
974,4498,Lions,22,43OLB,Defense,3,,2015,2015,1587500,529167,15000,5000,0.9%,15000,0,12500,0,0,0,0,0,2018R,Active,UDFA,2015,6-3,241.0,1992-12-25 00:00:00,Miami,11,2015,0,0,"Thurston Armbrister signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,587,500. He received a $12,500 signing bonus.",2553633,Thurston Armbrister,,,,,,,,,,,,,,,,,,,,,,,,,
975,4503,Cardinals,29,34OLB,Defense,1,,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-3,249.0,1992-07-11 00:00:00,Akron,11,2015,0,0,"Nordly Capi signed a three year contract with the Jaguars as an undrafted free agent in 2015 worth $1,575,000.",0,Nordly Capi,,,,,,,,,,,,,,,,,,,,,,,,,
976,4506,Cowboys,18,RB,Offense,2,,2017,2017,1320000,660000,0,0,0.0%,0,0,0,0,0,0,0,0,2019R,Active,SFA,2015,6-3,231.0,1992-01-10 00:00:00,Ohio State,32,2015,0,0,"Rod Smith signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553743,Rod Smith,2006.0,111.0,Rod Smith,WR,56.4,85,60,59.5,53.4,60,73.3,60,60,60,88.1,0.0,444.0,0.0,1.0,358.0,0.0,0.0,0.0,803.0,16.0
977,4508,Seahawks,32,RB,Offense,3,,2015,2015,1590000,530000,15000,5000,0.9%,15000,0,15000,0,0,0,0,0,2018R,Active,UDFA,2015,5-9,215.0,1993-08-18 00:00:00,Central Michigan,32,2015,0,0,"Thomas Rawls signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,590,000. He received a $15,000 signing bonus.",2553733,Thomas Rawls,,,,,,,,,,,,,,,,,,,,,,,,,
978,4510,Jets,4,S,Defense,2,,2016,2016,1140000,570000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-2,220.0,1993-02-26 00:00:00,LSU,32,2015,0,0,"Ronald Martin signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Ronald Martin,,,,,,,,,,,,,,,,,,,,,,,,,
979,4512,Dolphins,3,LT,Offense,2,,2017,2017,1020000,510000,0,0,0,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-6,298.0,1991-09-15 00:00:00,Idaho,32,2015,0,0,"Jesse Davis signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,581,000. He received a $6,000 signing bonus.",0,Jesse Davis,,,,,,,,,,,,,,,,,,,,,,,,,
980,4514,Raiders,16,43OLB,Defense,2,,2016,2016,990000,495000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-2,228.0,1992-04-11 00:00:00,West Georgia,32,2015,0,0,"Tyrell Adams signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,575,000.",0,Tyrell Adams,,,,,,,,,,,,,,,,,,,,,,,,,
981,4516,Jets,4,WR,Offense,2,42877.0,2017,2017,1020000,510000,0,0,0.0%,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,5-10,177.0,1992-11-27 00:00:00,Connecticut,32,2015,0,0,"Deshon Foxx signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,575,000.",0,Deshon Foxx,,,,,,,,,,,,,,,,,,,,,,,,,
982,4517,Colts,10,34DT,Defense,3,,2015,2015,1575000,525000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,UDFA,2015,6-0,299.0,1992-11-23 00:00:00,North Carolina State,32,2015,0,0,"T.Y. McGill signed a three year contract with the Seahawks as an undrafted free agent in 2015 worth $1,575,000.",0,T.Y. McGill,,,,,,,,,,,,,,,,,,,,,,,,,
983,4530,Lions,22,RB,Offense,3,,2015,2015,1580000,526667,5000,1667,0.3%,5000,0,5000,0,0,0,0,0,2018R,Active,UDFA,2015,5-11,223.0,1991-09-13 00:00:00,South Dakota State,22,2015,0,0,"Zach Zenner signed a three year contract with the Lions as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",2553631,Zach Zenner,,,,,,,,,,,,,,,,,,,,,,,,,
984,4541,Chiefs,14,34OLB,Defense,3,,2015,2015,1585000,528333,10000,3333,0.6%,10000,0,10000,0,0,0,0,0,2018R,Active,UDFA,2015,6-0,230.0,1993-07-05 00:00:00,Akron,14,2015,0,0,"Justin March signed a three year contract with the Chiefs as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",2553815,Justin March-Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
985,4549,Chiefs,14,CB,Defense,1,42858.0,2017,2017,540000,540000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-2,180.0,1993-01-15 00:00:00,Pittsburg State,14,2015,0,0,"DeVante Bausby signed a three year contract with the Chiefs as an undrafted free agent in 2015 worth $1,583,000. He received a $8,000 signing bonus.",0,DeVante Bausby,,,,,,,,,,,,,,,,,,,,,,,,,
986,4551,Cardinals,29,C,Offense,1,,2017,2017,465000,465000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,6-2,295.0,1992-03-04 00:00:00,Colorado,14,2015,0,0,"Daniel Munyer signed a three year contract with the Chiefs as an undrafted free agent in 2015 worth $1,575,000.",0,Daniel Munyer,2015.0,10174.0,Daniel Munyer,C,65.0,\N,\N,\N,\N,60,62.9,\N,\N,\N,61.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0
987,4560,Falcons,25,43OLB,Defense,2,,2016,2016,1140000,570000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,6-2,223.0,1993-01-23 00:00:00,Boston College,28,2015,0,0,"Josh Keyes signed a three year contract with the Buccaneers as an undrafted free agent in 2015 worth $1,583,000. He received a $8,000 signing bonus.",2553719,Josh Keyes,2015.0,9943.0,Josh Keyes,LB,67.2,\N,\N,\N,\N,\N,\N,58.2,55.5,69.8,66.2,0.0,0.0,0.0,0.0,0.0,32.0,1.0,10.0,43.0,2.0
988,4565,Browns,6,WR,Offense,2,,2017,2017,1170000,585000,0,0,0.0%,0,0,0,0,0,0,0,0,2019R,Active,ERFA,2015,6-1,200.0,1993-01-30 00:00:00,Central Florida,28,2015,0,0,"Rannell Hall signed a three year contract with the Buccaneers as an undrafted free agent in 2015 worth $1,584,000. He received a $9,000 signing bonus.",2553716,Rannell Hall,2015.0,9942.0,Rannell Hall,WR,58.9,\N,\N,60,58.9,\N,60,\N,\N,\N,60.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
989,4566,Panthers,26,43OLB,Defense,3,,2015,2015,1575000,525000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,6-4,264.0,1992-01-17 00:00:00,Towson,28,2015,0,0,"Ryan Delaire signed a three year contract with the Buccaneers as an undrafted free agent in 2015 worth $1,590,000. He received a $15,000 signing bonus.",2553706,Ryan Delaire,,,,,,,,,,,,,,,,,,,,,,,,,
990,4571,Texans,9,RB,Offense,2,,2016,2016,1140000,570000,0,0,0,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,5-10,190.0,1993-02-22 00:00:00,Purdue,17,2015,0,0,"Akeem Hunt signed a three year contract with the Giants as an undrafted free agent in 2015 worth $1,587,500. He received a $12,500 signing bonus.",2553660,Akeem Hunt,2015.0,9839.0,Akeem Hunt,HB,67.2,\N,\N,63,79.7,61.9,\N,\N,\N,\N,11.8,0.0,28.0,1.0,19.0,7.0,0.0,0.0,0.0,55.0,8.0
991,4587,Steelers,8,C,Offense,1,,2017,2017,540000,540000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,ERFA,2015,6-4,318.0,1991-10-26 00:00:00,Kansas State,8,2015,0,0,"B.J. Finney signed a three year contract with the Steelers as an undrafted free agent in 2015 worth $1,585,000. He received a $10,000 signing bonus.",0,B.J. Finney,,,,,,,,,,,,,,,,,,,,,,,,,
992,4596,Dolphins,3,43DE,Defense,2,,2017,2017,1020000,510000,0,0,0,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-6,265.0,1993-03-03 00:00:00,Southern,26,2015,0,0,"Arthur Miley signed a three year contract with the Panthers as an undrafted free agent in 2015 worth $1,590,000. He received a $15,000 signing bonus.",0,Arthur Miley,,,,,,,,,,,,,,,,,,,,,,,,,
993,4599,Panthers,26,WR,Offense,2,,2016,2016,990000,495000,0,0,0,0,0,0,0,0,0,0,0,2018E,Active,SFA,2015,5-9,175.0,1993-01-27 00:00:00,South Carolina,26,2015,0,0,"Damiere Byrd signed a three year contract with the Panthers as an undrafted free agent in 2015 worth $1,580,000. He received a $5,000 signing bonus.",0,Damiere Byrd,,,,,,,,,,,,,,,,,,,,,,,,,
994,4601,Panthers,26,S,Defense,3,,2015,2015,1590000,530000,15000,5000,0.9%,15000,0,15000,0,0,0,0,0,2018R,Active,UDFA,2015,6-1,205.0,1992-07-25 00:00:00,James Madison,26,2015,0,0,"Dean Marlowe signed a three year contract with the Panthers as an undrafted free agent in 2015 worth $1,590,000. He received a $15,000 signing bonus.",0,Dean Marlowe,,,,,,,,,,,,,,,,,,,,,,,,,
995,4607,Buccaneers,28,TE,Offense,2,,2017,2017,1020000,510000,0,0,0.0%,0,0,0,0,0,0,0,0,2019E,Active,SFA,2015,6-5,257.0,1993-02-17 00:00:00,Florida,12,2015,0,0,"Tevin Westbrook signed a three year contract with the Titans as an undrafted free agent in 2015 worth $1,575,000.",0,Tevin Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
